utc,jdut,x_km,y_km,z_km
2026-Apr-06 19:43:00.0000,2461137.321527778,-127691.8248059575,-387449.1206266369,-35850.44939638904
2026-Apr-06 19:44:00.0000,2461137.322222222,-127707.1197796631,-387472.1394858629,-35853.51333337792
2026-Apr-06 19:45:00.0000,2461137.322916667,-127722.4703564635,-387495.1057448535,-35856.57900840783
2026-Apr-06 19:46:00.0000,2461137.323611111,-127737.8768162832,-387518.0189267858,-35859.64643262231
2026-Apr-06 19:47:00.0000,2461137.324305556,-127753.3394397505,-387540.8785487173,-35862.71561717463
2026-Apr-06 19:48:00.0000,2461137.325,-127768.8585081678,-387563.6841215001,-35865.78657322621
2026-Apr-06 19:49:00.0000,2461137.325694445,-127784.4343034755,-387586.4351496979,-35868.85931194457
2026-Apr-06 19:50:00.0000,2461137.326388889,-127800.0671082175,-387609.1311314994,-35871.93384450182
2026-Apr-06 19:51:00.0000,2461137.327083333,-127815.7572055067,-387631.7715586298,-35875.01018207244
2026-Apr-06 19:52:00.0000,2461137.327777778,-127831.5048789896,-387654.3559162641,-35878.08833583104
2026-Apr-06 19:53:00.0000,2461137.328472222,-127847.310412805,-387676.8836829364,-35881.16831695064
2026-Apr-06 19:54:00.0000,2461137.329166667,-127863.1740915431,-387699.3543304511,-35884.2501366006
2026-Apr-06 19:55:00.0000,2461137.329861111,-127879.0962002051,-387721.7673237909,-35887.33380594381
2026-Apr-06 19:56:00.0000,2461137.330555555,-127895.0770241618,-387744.1221210237,-35890.41933613495
2026-Apr-06 19:57:00.0000,2461137.33125,-127911.1168491054,-387766.4181732098,-35893.50673831749
2026-Apr-06 19:58:00.0000,2461137.331944444,-127927.2159610023,-387788.6549243083,-35896.59602362188
2026-Apr-06 19:59:00.0000,2461137.332638889,-127943.3746460458,-387810.8318110806,-35899.68720316282
2026-Apr-06 20:00:00.0000,2461137.333333333,-127959.5931906075,-387832.9482629938,-35902.7802880356
2026-Apr-06 20:01:00.0000,2461137.334027778,-127975.8718811822,-387855.0037021236,-35905.87528931489
2026-Apr-06 20:02:00.0000,2461137.334722222,-127992.2110043332,-387876.9975430567,-35908.97221805088
2026-Apr-06 20:03:00.0000,2461137.335416667,-128008.6108466372,-387898.9291927901,-35912.07108526662
2026-Apr-06 20:04:00.0000,2461137.336111111,-128025.0716946279,-387920.7980506307,-35915.17190195536
2026-Apr-06 20:05:00.0000,2461137.336805556,-128041.5938347326,-387942.6035080943,-35918.27467907622
2026-Apr-06 20:06:00.0000,2461137.3375,-128058.1775532094,-387964.3449488035,-35921.37942755237
2026-Apr-06 20:07:00.0000,2461137.338194444,-128074.8231360838,-387986.0217483845,-35924.48615826722
2026-Apr-06 20:08:00.0000,2461137.338888889,-128091.5308690837,-388007.6332743627,-35927.59488206025
2026-Apr-06 20:09:00.0000,2461137.339583333,-128108.3010375653,-388029.1788860546,-35930.70560972454
2026-Apr-06 20:10:00.0000,2461137.340277778,-128125.1339264406,-388050.6579344647,-35933.81835200186
2026-Apr-06 20:11:00.0000,2461137.340972222,-128142.0298201097,-388072.0697621819,-35936.93311958035
2026-Apr-06 20:12:00.0000,2461137.341666667,-128158.9890023866,-388093.4137032742,-35940.04992309076
2026-Apr-06 20:13:00.0000,2461137.342361111,-128176.0117564057,-388114.6890831653,-35943.16877310025
2026-Apr-06 20:14:00.0000,2461137.343055556,-128193.0983645363,-388135.8952185242,-35946.28968010802
2026-Apr-06 20:15:00.0000,2461137.34375,-128210.2491082756,-388157.0314171243,-35949.41265453634
2026-Apr-06 20:16:00.0000,2461137.344444444,-128227.4642683076,-388178.0969779112,-35952.53770675269
2026-Apr-06 20:17:00.0000,2461137.345138889,-128244.7441241966,-388199.0911906292,-35955.66484702661
2026-Apr-06 20:18:00.0000,2461137.345833333,-128262.0889544226,-388220.0133358687,-35958.79408554855
2026-Apr-06 20:19:00.0000,2461137.346527778,-128279.4990362532,-388240.8626849143,-35961.92543241868
2026-Apr-06 20:20:00.0000,2461137.347222222,-128296.9746456508,-388261.6384996344,-35965.05889764376
2026-Apr-06 20:21:00.0000,2461137.347916667,-128314.5160571652,-388282.3400323691,-35968.1944911303
2026-Apr-06 20:22:00.0000,2461137.348611111,-128332.123543825,-388302.9665258121,-35971.33222268076
2026-Apr-06 20:23:00.0000,2461137.349305556,-128349.7973770293,-388323.5172128969,-35974.47210198682
2026-Apr-06 20:24:00.0000,2461137.35,-128367.5378264363,-388343.9913166797,-35977.61413862428
2026-Apr-06 20:25:00.0000,2461137.350694444,-128385.3451598441,-388364.3880502257,-35980.7583420474
2026-Apr-06 20:26:00.0000,2461137.351388889,-128403.2196430687,-388384.7066164927,-35983.90472158277
2026-Apr-06 20:27:00.0000,2461137.352083333,-128421.1615398212,-388404.9462082135,-35987.0532864233
2026-Apr-06 20:28:00.0000,2461137.352777778,-128439.171111581,-388425.1060077795,-35990.20404562159
2026-Apr-06 20:29:00.0000,2461137.353472222,-128457.2486174619,-388445.1851871252,-35993.35700808401
2026-Apr-06 20:30:00.0000,2461137.354166667,-128475.3943140738,-388465.1829076104,-35996.51218256354
2026-Apr-06 20:31:00.0000,2461137.354861111,-128493.6084553848,-388485.0983199045,-35999.66957765314
2026-Apr-06 20:32:00.0000,2461137.355555556,-128511.8912925782,-388504.9305638686,-36002.82920177872
2026-Apr-06 20:33:00.0000,2461137.35625,-128530.2430739007,-388524.6787684397,-36005.99106319179
2026-Apr-06 20:34:00.0000,2461137.356944445,-128548.6640445086,-388544.3420515162,-36009.15516996212
2026-Apr-06 20:35:00.0000,2461137.357638889,-128567.1544463114,-388563.9195198404,-36012.32152996972
2026-Apr-06 20:36:00.0000,2461137.358333333,-128585.7145178113,-388583.4102688835,-36015.49015089788
2026-Apr-06 20:37:00.0000,2461137.359027778,-128604.3444939335,-388602.8133827309,-36018.66104022422
2026-Apr-06 20:38:00.0000,2461137.359722222,-128623.0446058531,-388622.1279339709,-36021.83420521254
2026-Apr-06 20:39:00.0000,2461137.360416667,-128641.8150808204,-388641.3529835781,-36025.0096529047
2026-Apr-06 20:40:00.0000,2461137.361111111,-128660.6561419804,-388660.4875808033,-36028.18739011159
2026-Apr-06 20:41:00.0000,2461137.361805555,-128679.5680081834,-388679.5307630618,-36031.36742340415
2026-Apr-06 20:42:00.0000,2461137.3625,-128698.5508937922,-388698.4815558242,-36034.54975910427
2026-Apr-06 20:43:00.0000,2461137.363194444,-128717.6050084861,-388717.3389725075,-36037.73440327565
2026-Apr-06 20:44:00.0000,2461137.363888889,-128736.7305570595,-388736.1020143674,-36040.92136171318
2026-Apr-06 20:45:00.0000,2461137.364583333,-128755.9277392115,-388754.769670394,-36044.11063993411
2026-Apr-06 20:46:00.0000,2461137.365277778,-128775.1967493306,-388773.3409172071,-36047.3022431673
2026-Apr-06 20:47:00.0000,2461137.365972222,-128794.5377762769,-388791.8147189559,-36050.49617634277
2026-Apr-06 20:48:00.0000,2461137.366666667,-128813.9510031577,-388810.1900272177,-36053.69244408113
2026-Apr-06 20:49:00.0000,2461137.367361111,-128833.4366070947,-388828.4657809012,-36056.89105068275
2026-Apr-06 20:50:00.0000,2461137.368055556,-128852.9947589845,-388846.640906153,-36060.09200011607
2026-Apr-06 20:51:00.0000,2461137.36875,-128872.625623257,-388864.7143162637,-36063.29529600663
2026-Apr-06 20:52:00.0000,2461137.369444444,-128892.3293576278,-388882.6849115788,-36066.5009416253
2026-Apr-06 20:53:00.0000,2461137.370138889,-128912.106112839,-388900.5515794125,-36069.70893987588
2026-Apr-06 20:54:00.0000,2461137.370833333,-128931.9560323968,-388918.3131939665,-36072.91929328293
2026-Apr-06 20:55:00.0000,2461137.371527778,-128951.8792523031,-388935.9686162483,-36076.132003979
2026-Apr-06 20:56:00.0000,2461137.372222222,-128971.8759007826,-388953.5166939962,-36079.34707369222
2026-Apr-06 20:57:00.0000,2461137.372916667,-128991.9460979981,-388970.9562616076,-36082.56450373281
2026-Apr-06 20:58:00.0000,2461137.373611111,-129012.0899557608,-388988.2861400724,-36085.78429497956
2026-Apr-06 20:59:00.0000,2461137.374305556,-129032.3075772359,-389005.5051369093,-36089.00644786604
2026-Apr-06 21:00:00.0000,2461137.375,-129052.5990566431,-389022.6120461068,-36092.23096236674
2026-Apr-06 21:01:00.0000,2461137.375694444,-129072.9644789437,-389039.6056480717,-36095.45783798237
2026-Apr-06 21:02:00.0000,2461137.376388889,-129093.4039195242,-389056.4847095801,-36098.68707372592
2026-Apr-06 21:03:00.0000,2461137.377083333,-129113.9174438741,-389073.2479837359,-36101.91866810666
2026-Apr-06 21:04:00.0000,2461137.377777778,-129134.5051072577,-389089.894209934,-36105.15261911578
2026-Apr-06 21:05:00.0000,2461137.378472222,-129155.1669543742,-389106.4221138298,-36108.38892421045
2026-Apr-06 21:06:00.0000,2461137.379166667,-129175.9030190121,-389122.8304073178,-36111.62758029779
2026-Apr-06 21:07:00.0000,2461137.379861111,-129196.7133236991,-389139.1177885139,-36114.86858371887
2026-Apr-06 21:08:00.0000,2461137.380555556,-129217.597879345,-389155.2829417441,-36118.11193023279
2026-Apr-06 21:09:00.0000,2461137.38125,-129238.5566848735,-389171.3245375465,-36121.35761499868
2026-Apr-06 21:10:00.0000,2461137.381944444,-129259.5897268474,-389187.2412326761,-36124.60563255966
2026-Apr-06 21:11:00.0000,2461137.382638889,-129280.6969790906,-389203.0316701186,-36127.85597682532
2026-Apr-06 21:12:00.0000,2461137.383333333,-129301.8784023016,-389218.6944791148,-36131.10864105343
2026-Apr-06 21:13:00.0000,2461137.384027778,-129323.1339436573,-389234.2282751933,-36134.36361783298
2026-Apr-06 21:14:00.0000,2461137.384722222,-129344.4635364093,-389249.6316602124,-36137.62089906484
2026-Apr-06 21:15:00.0000,2461137.385416667,-129365.8670994779,-389264.9032224126,-36140.88047594402
2026-Apr-06 21:16:00.0000,2461137.386111111,-129387.3445370377,-389280.0415364782,-36144.14233894073
2026-Apr-06 21:17:00.0000,2461137.386805556,-129408.8957380929,-389295.0451636112,-36147.40647778107
2026-Apr-06 21:18:00.0000,2461137.3875,-129430.5205760472,-389309.9126516165,-36150.67288142789
2026-Apr-06 21:19:00.0000,2461137.388194445,-129452.2189082697,-389324.6425349975,-36153.94153806102
2026-Apr-06 21:20:00.0000,2461137.388888889,-129473.9905756547,-389339.2333350643,-36157.21243505724
2026-Apr-06 21:21:00.0000,2461137.389583333,-129495.8354021703,-389353.683560055,-36160.48555897112
2026-Apr-06 21:22:00.0000,2461137.390277778,-129517.7531944029,-389367.9917052714,-36163.76089551338
2026-Apr-06 21:23:00.0000,2461137.390972222,-129539.7437410986,-389382.1562532255,-36167.03842953095
2026-Apr-06 21:24:00.0000,2461137.391666667,-129561.8068126984,-389396.1756738006,-36170.31814498673
2026-Apr-06 21:25:00.0000,2461137.392361111,-129583.9421608637,-389410.0484244296,-36173.60002493733
2026-Apr-06 21:26:00.0000,2461137.393055555,-129606.1495179984,-389423.7729502859,-36176.88405151339
2026-Apr-06 21:27:00.0000,2461137.39375,-129628.4285967687,-389437.3476844919,-36180.17020589684
2026-Apr-06 21:28:00.0000,2461137.394444444,-129650.7790896177,-389450.7710483389,-36183.45846830084
2026-Apr-06 21:29:00.0000,2461137.395138889,-129673.2006682725,-389464.0414515303,-36186.74881794676
2026-Apr-06 21:30:00.0000,2461137.395833333,-129695.6929832475,-389477.1572924384,-36190.04123304362
2026-Apr-06 21:31:00.0000,2461137.396527778,-129718.2556633476,-389490.1169583779,-36193.33569076509
2026-Apr-06 21:32:00.0000,2461137.397222222,-129740.8883151684,-389502.9188258986,-36196.63216722917
2026-Apr-06 21:33:00.0000,2461137.397916667,-129763.5905225887,-389515.5612610978,-36199.93063747429
2026-Apr-06 21:34:00.0000,2461137.398611111,-129786.3618462627,-389528.0426199512,-36203.23107543867
2026-Apr-06 21:35:00.0000,2461137.399305556,-129809.2018231128,-389540.361248663,-36206.53345393814
2026-Apr-06 21:36:00.0000,2461137.4,-129832.1099658216,-389552.5154840352,-36209.83774464339
2026-Apr-06 21:37:00.0000,2461137.400694444,-129855.0857623179,-389564.5036538604,-36213.14391805837
2026-Apr-06 21:38:00.0000,2461137.401388889,-129878.1286752655,-389576.3240773338,-36216.45194349918
2026-Apr-06 21:39:00.0000,2461137.402083333,-129901.2381415537,-389587.9750654876,-36219.76178907059
2026-Apr-06 21:40:00.0000,2461137.402777778,-129924.4135717903,-389599.4549216452,-36223.07342164623
2026-Apr-06 21:41:00.0000,2461137.403472222,-129947.6543497906,-389610.7619419021,-36226.38680684552
2026-Apr-06 21:42:00.0000,2461137.404166667,-129970.959832072,-389621.8944156265,-36229.7019090133
2026-Apr-06 21:43:00.0000,2461137.404861111,-129994.3293473534,-389632.8506259852,-36233.0186911982
2026-Apr-06 21:44:00.0000,2461137.405555556,-130017.7621960594,-389643.6288504899,-36236.33711513234
2026-Apr-06 21:45:00.0000,2461137.40625,-130041.2576498242,-389654.2273615728,-36239.65714121051
2026-Apr-06 21:46:00.0000,2461137.406944444,-130064.8149510042,-389664.6444271837,-36242.97872846999
2026-Apr-06 21:47:00.0000,2461137.407638889,-130088.4333121985,-389674.8783114114,-36246.30183457097
2026-Apr-06 21:48:00.0000,2461137.408333333,-130112.1119157775,-389684.9272751305,-36249.6264157769
2026-Apr-06 21:49:00.0000,2461137.409027778,-130135.8499134156,-389694.7895766757,-36252.95242693627
2026-Apr-06 21:50:00.0000,2461137.409722222,-130159.6464256355,-389704.4634725401,-36256.27982146363
2026-Apr-06 21:51:00.0000,2461137.410416667,-130183.500541365,-389713.9472180986,-36259.60855132228
2026-Apr-06 21:52:00.0000,2461137.411111111,-130207.4113175051,-389723.2390683582,-36262.93856700684
2026-Apr-06 21:53:00.0000,2461137.411805556,-130231.3777785078,-389732.3372787336,-36266.26981752718
2026-Apr-06 21:54:00.0000,2461137.4125,-130255.3989159678,-389741.240105852,-36269.60225039223
2026-Apr-06 21:55:00.0000,2461137.413194444,-130279.4736882327,-389749.9458083786,-36272.93581159587
2026-Apr-06 21:56:00.0000,2461137.413888889,-130303.6010200284,-389758.4526478726,-36276.27044560143
2026-Apr-06 21:57:00.0000,2461137.414583333,-130327.779802099,-389766.7588896673,-36279.60609532992
2026-Apr-06 21:58:00.0000,2461137.415277778,-130352.0088908652,-389774.8628037781,-36282.94270214686
2026-Apr-06 21:59:00.0000,2461137.415972222,-130376.287108106,-389782.7626658322,-36286.28020585142
2026-Apr-06 22:00:00.0000,2461137.416666667,-130400.613240661,-389790.4567580271,-36289.61854466578
2026-Apr-06 22:01:00.0000,2461137.417361111,-130424.9860401514,-389797.943370114,-36292.95765522655
2026-Apr-06 22:02:00.0000,2461137.418055556,-130449.4042227253,-389805.2208004042,-36296.29747257606
2026-Apr-06 22:03:00.0000,2461137.41875,-130473.8664688312,-389812.2873568009,-36299.63793015704
2026-Apr-06 22:04:00.0000,2461137.419444445,-130498.3714230176,-389819.1413578538,-36302.97895980519
2026-Apr-06 22:05:00.0000,2461137.420138889,-130522.9176937557,-389825.7811338372,-36306.32049174677
2026-Apr-06 22:06:00.0000,2461137.420833333,-130547.503853244,-389832.20502784,-36309.66245458851
2026-Apr-06 22:07:00.0000,2461137.421527778,-130572.1284374897,-389838.4113969356,-36313.00477534326
2026-Apr-06 22:08:00.0000,2461137.422222222,-130596.7899459336,-389844.39861325,-36316.34737939009
2026-Apr-06 22:09:00.0000,2461137.422916667,-130621.4868415916,-389850.1650651747,-36319.69019050282
2026-Apr-06 22:10:00.0000,2461137.423611111,-130646.2175509873,-389855.7091585372,-36323.03313084756
2026-Apr-06 22:11:00.0000,2461137.424305555,-130670.9804641732,-389861.0293177987,-36326.37612098697
2026-Apr-06 22:12:00.0000,2461137.425,-130695.7739347863,-389866.1239872696,-36329.71907988729
2026-Apr-06 22:13:00.0000,2461137.425694444,-130720.5962801385,-389870.9916323416,-36333.06192492766
2026-Apr-06 22:14:00.0000,2461137.426388889,-130745.4457813478,-389875.630740732,-36336.4045719103
2026-Apr-06 22:15:00.0000,2461137.427083333,-130770.3206835123,-389880.0398237417,-36339.74693507308
2026-Apr-06 22:16:00.0000,2461137.427777778,-130795.2191959261,-389884.2174175223,-36343.08892710356
2026-Apr-06 22:17:00.0000,2461137.428472222,-130820.1394923281,-389888.1620843542,-36346.43045915564
2026-Apr-06 22:18:00.0000,2461137.429166667,-130845.0797112022,-389891.8724139327,-36349.77144086736
2026-Apr-06 22:19:00.0000,2461137.429861111,-130870.037956128,-389895.3470246588,-36353.11178038275
2026-Apr-06 22:20:00.0000,2461137.430555556,-130895.0122961733,-389898.5845649344,-36356.451384374
2026-Apr-06 22:21:00.0000,2461137.43125,-130920.0007663089,-389901.583714458,-36359.79015806416
2026-Apr-06 22:22:00.0000,2461137.431944444,-130945.0013678852,-389904.3431855221,-36363.1280052537
2026-Apr-06 22:23:00.0000,2461137.432638889,-130970.0120691767,-389906.8617243093,-36366.46482835093
2026-Apr-06 22:24:00.0000,2461137.433333333,-130995.0308059731,-389909.1381121854,-36369.80052840454
2026-Apr-06 22:25:00.0000,2461137.434027778,-131020.0554821879,-389911.171166981,-36373.13500513625
2026-Apr-06 22:26:00.0000,2461137.434722222,-131045.0839705201,-389912.9597442696,-36376.46815697345
2026-Apr-06 22:27:00.0000,2461137.435416667,-131070.1141131803,-389914.502738629,-36379.7998810889
2026-Apr-06 22:28:00.0000,2461137.436111111,-131095.1437226694,-389915.7990848961,-36383.13007343991
2026-Apr-06 22:29:00.0000,2461137.436805556,-131120.1705825941,-389916.8477594019,-36386.45862881094
2026-Apr-06 22:30:00.0000,2461137.4375,-131145.1924485306,-389917.6477811885,-36389.78544085755
2026-Apr-06 22:31:00.0000,2461137.438194444,-131170.207048944,-389918.1982132075,-36393.11040215203
2026-Apr-06 22:32:00.0000,2461137.438888889,-131195.2120861547,-389918.4981634904,-36396.4334042329
2026-Apr-06 22:33:00.0000,2461137.439583333,-131220.2052373483,-389918.5467862996,-36399.75433765468
2026-Apr-06 22:34:00.0000,2461137.440277778,-131245.1841556333,-389918.3432832468,-36403.07309204055
2026-Apr-06 22:35:00.0000,2461137.440972222,-131270.1464711485,-389917.886904382,-36406.3895561375
2026-Apr-06 22:36:00.0000,2461137.441666667,-131295.0897922157,-389917.1769492482,-36409.70361787162
2026-Apr-06 22:37:00.0000,2461137.442361111,-131320.0117065322,-389916.2127679014,-36413.01516440808
2026-Apr-06 22:38:00.0000,2461137.443055556,-131344.9097824078,-389914.993761893,-36416.32408221037
2026-Apr-06 22:39:00.0000,2461137.44375,-131369.7815700472,-389913.51938521,-36419.63025710234
2026-Apr-06 22:40:00.0000,2461137.444444444,-131394.6246028723,-389911.7891451719,-36422.9335743323
2026-Apr-06 22:41:00.0000,2461137.445138889,-131419.4363988781,-389909.802603283,-36426.23391863829
2026-Apr-06 22:42:00.0000,2461137.445833333,-131444.2144620293,-389907.5593760389,-36429.5311743152
2026-Apr-06 22:43:00.0000,2461137.446527778,-131468.9562836928,-389905.0591356801,-36432.82522528199
2026-Apr-06 22:44:00.0000,2461137.447222222,-131493.6593441046,-389902.3016108937,-36436.11595515255
2026-Apr-06 22:45:00.0000,2461137.447916667,-131518.3211138634,-389899.2865874643,-36439.40324730621
2026-Apr-06 22:46:00.0000,2461137.448611111,-131542.9390554544,-389896.0139088667,-36442.68698495912
2026-Apr-06 22:47:00.0000,2461137.449305556,-131567.5106248026,-389892.4834768018,-36445.96705123791
2026-Apr-06 22:48:00.0000,2461137.45,-131592.0332728506,-389888.6952516709,-36449.24332925343
2026-Apr-06 22:49:00.0000,2461137.450694445,-131616.5044471531,-389884.649252994,-36452.51570217518
2026-Apr-06 22:50:00.0000,2461137.451388889,-131640.9215934923,-389880.3455597613,-36455.784053307
2026-Apr-06 22:51:00.0000,2461137.452083333,-131665.2821575126,-389875.7843107243,-36459.04826616237
2026-Apr-06 22:52:00.0000,2461137.452777778,-131689.5835863687,-389870.9657046192,-36462.30822454064
2026-Apr-06 22:53:00.0000,2461137.453472222,-131713.8233303792,-389865.8900003275,-36465.56381260458
2026-Apr-06 22:54:00.0000,2461137.454166667,-131737.9988446909,-389860.5575169701,-36468.81491495512
2026-Apr-06 22:55:00.0000,2461137.454861111,-131762.1075909496,-389854.9686339323,-36472.06141670918
2026-Apr-06 22:56:00.0000,2461137.455555555,-131786.1470389733,-389849.1237908229,-36475.30320357581
2026-Apr-06 22:57:00.0000,2461137.45625,-131810.1146684192,-389843.0234873652,-36478.54016193171
2026-Apr-06 22:58:00.0000,2461137.456944444,-131834.0079704488,-389836.6682832204,-36481.77217889755
2026-Apr-06 22:59:00.0000,2461137.457638889,-131857.8244493874,-389830.0587977432,-36484.99914241285
2026-Apr-06 23:00:00.0000,2461137.458333333,-131881.5616243743,-389823.1957096673,-36488.22094130985
2026-Apr-06 23:01:00.0000,2461137.459027778,-131905.2170309946,-389816.0797567284,-36491.43746538731
2026-Apr-06 23:02:00.0000,2461137.459722222,-131928.788222896,-389808.7117352167,-36494.64860548323
2026-Apr-06 23:03:00.0000,2461137.460416667,-131952.2727733897,-389801.0924994649,-36497.85425354552
2026-Apr-06 23:04:00.0000,2461137.461111111,-131975.6682770283,-389793.2229612706,-36501.05430270283
2026-Apr-06 23:05:00.0000,2461137.461805556,-131998.9723511547,-389785.104089255,-36504.24864733269
2026-Apr-06 23:06:00.0000,2461137.4625,-132022.1826374242,-389776.7369081612,-36507.43718312884
2026-Apr-06 23:07:00.0000,2461137.463194444,-132045.2968032986,-389768.1224980872,-36510.61980716689
2026-Apr-06 23:08:00.0000,2461137.463888889,-132068.3125435082,-389759.2619936617,-36513.79641796823
2026-Apr-06 23:09:00.0000,2461137.464583333,-132091.2275814719,-389750.1565831613,-36516.96691556176
2026-Apr-06 23:10:00.0000,2461137.465277778,-132114.0396706818,-389740.8075075735,-36520.13120154396
2026-Apr-06 23:11:00.0000,2461137.465972222,-132136.7465960497,-389731.216059602,-36523.28917913698
2026-Apr-06 23:12:00.0000,2461137.466666667,-132159.3461752106,-389721.3835826221,-36526.44075324453
2026-Apr-06 23:13:00.0000,2461137.467361111,-132181.8362597778,-389711.3114695871,-36529.58583050495
2026-Apr-06 23:14:00.0000,2461137.468055556,-132204.2147365517,-389701.0011618856,-36532.72431934322
2026-Apr-06 23:15:00.0000,2461137.46875,-132226.4795286838,-389690.454148155,-36535.85613001927
2026-Apr-06 23:16:00.0000,2461137.469444444,-132248.6285967905,-389679.6719630501,-36538.98117467461
2026-Apr-06 23:17:00.0000,2461137.470138889,-132270.6599400096,-389668.6561859765,-36542.09936737642
2026-Apr-06 23:18:00.0000,2461137.470833333,-132292.5715970077,-389657.4084397815,-36545.21062415867
2026-Apr-06 23:19:00.0000,2461137.471527778,-132314.3616469335,-389645.9303894143,-36548.31486306101
2026-Apr-06 23:20:00.0000,2461137.472222222,-132336.0282103183,-389634.2237405524,-36551.41200416462
2026-Apr-06 23:21:00.0000,2461137.472916667,-132357.569449914,-389622.2902381996,-36554.50196962612
2026-Apr-06 23:22:00.0000,2461137.473611111,-132378.9835714772,-389610.1316652586,-36557.58468370809
2026-Apr-06 23:23:00.0000,2461137.474305556,-132400.2688244978,-389597.7498410807,-36560.66007280682
2026-Apr-06 23:24:00.0000,2461137.475,-132421.4235028709,-389585.1466199917,-36563.72806547803
2026-Apr-06 23:25:00.0000,2461137.475694444,-132442.4459455041,-389572.323889805,-36566.78859245905
2026-Apr-06 23:26:00.0000,2461137.476388889,-132463.3345368709,-389559.2835703182,-36569.84158668917
2026-Apr-06 23:27:00.0000,2461137.477083333,-132484.0877075066,-389546.0276117966,-36572.88698332632
2026-Apr-06 23:28:00.0000,2461137.477777778,-132504.7039344469,-389532.5579934481,-36575.92471976185
2026-Apr-06 23:29:00.0000,2461137.478472222,-132525.1817416053,-389518.8767218945,-36578.95473563191
2026-Apr-06 23:30:00.0000,2461137.479166667,-132545.5197000932,-389504.9858296353,-36581.97697282766
2026-Apr-06 23:31:00.0000,2461137.479861111,-132565.7164284873,-389490.8873735138,-36584.99137550037
2026-Apr-06 23:32:00.0000,2461137.480555556,-132585.7705930413,-389476.5834331827,-36587.99789006653
2026-Apr-06 23:33:00.0000,2461137.48125,-132605.6809078372,-389462.0761095743,-36590.99646520911
2026-Apr-06 23:34:00.0000,2461137.481944445,-132625.4461348851,-389447.3675233793,-36593.98705187632
2026-Apr-06 23:35:00.0000,2461137.482638889,-132645.0650841713,-389432.4598135325,-36596.96960327824
2026-Apr-06 23:36:00.0000,2461137.483333333,-132664.5366136568,-389417.3551357085,-36599.94407488231
2026-Apr-06 23:37:00.0000,2461137.484027778,-132683.8596292178,-389402.0556608355,-36602.91042440373
2026-Apr-06 23:38:00.0000,2461137.484722222,-132703.0330845407,-389386.56357362,-36605.86861179641
2026-Apr-06 23:39:00.0000,2461137.485416667,-132722.0559809713,-389370.8810710931,-36608.81859923995
2026-Apr-06 23:40:00.0000,2461137.486111111,-132740.9273673171,-389355.0103611698,-36611.76035112632
2026-Apr-06 23:41:00.0000,2461137.486805555,-132759.6463396008,-389338.9536612378,-36614.69383404226
2026-Apr-06 23:42:00.0000,2461137.4875,-132778.2120407717,-389322.7131967637,-36617.61901675255
2026-Apr-06 23:43:00.0000,2461137.488194444,-132796.6236603785,-389306.2911999252,-36620.53587017846
2026-Apr-06 23:44:00.0000,2461137.488888889,-132814.8804342022,-389289.6899082679,-36623.44436737697
2026-Apr-06 23:45:00.0000,2461137.489583333,-132832.9816438458,-389272.9115633926,-36626.34448351708
2026-Apr-06 23:46:00.0000,2461137.490277778,-132850.9266162896,-389255.9584096677,-36629.23619585496
2026-Apr-06 23:47:00.0000,2461137.490972222,-132868.7147234147,-389238.8326929734,-36632.11948370698
2026-Apr-06 23:48:00.0000,2461137.491666667,-132886.3453814928,-389221.5366594748,-36634.99432842253
2026-Apr-06 23:49:00.0000,2461137.492361111,-132903.8180506415,-389204.0725544285,-36637.86071335446
2026-Apr-06 23:50:00.0000,2461137.493055556,-132921.1322342509,-389186.4426210212,-36640.71862382864
2026-Apr-06 23:51:00.0000,2461137.49375,-132938.2874783862,-389168.6490992401,-36643.56804711249
2026-Apr-06 23:52:00.0000,2461137.494444444,-132955.2833711644,-389150.6942247779,-36646.40897238228
2026-Apr-06 23:53:00.0000,2461137.495138889,-132972.1195421022,-389132.5802279726,-36649.24139069029
2026-Apr-06 23:54:00.0000,2461137.495833333,-132988.7956614443,-389114.3093327822,-36652.06529492911
2026-Apr-06 23:55:00.0000,2461137.496527778,-133005.3114394404,-389095.88375583,-36654.88067979133
2026-Apr-06 23:56:00.0000,2461137.497222222,-133021.6666257678,-389077.3057053014,-36657.6875417569
2026-Apr-06 23:57:00.0000,2461137.497916667,-133037.8610086044,-389058.5773802443,-36660.48587902094
2026-Apr-06 23:58:00.0000,2461137.498611111,-133053.8944140168,-389039.7009695392,-36663.27569148096
2026-Apr-06 23:59:00.0000,2461137.499305556,-133066.9355850447,-389022.5547285381,-36667.0267230559
2026-Apr-07 00:00:00.0000,2461137.5,-133082.6483822632,-389003.3956058361,-36669.79234392918
2026-Apr-07 00:01:00.0000,2461137.500694444,-133098.1999108921,-388984.0948195803,-36672.54942645828
2026-Apr-07 00:02:00.0000,2461137.501388889,-133113.5901392539,-388964.6545100489,-36675.29797730324
2026-Apr-07 00:03:00.0000,2461137.502083333,-133128.8190693928,-388945.0768036679,-36678.03800460187
2026-Apr-07 00:04:00.0000,2461137.502777778,-133143.8867367717,-388925.3638119565,-36680.76951801989
2026-Apr-07 00:05:00.0000,2461137.503472222,-133158.7932091645,-388905.5176312047,-36683.49252863668
2026-Apr-07 00:06:00.0000,2461137.504166667,-133173.5385859291,-388885.5403418498,-36686.20704886879
2026-Apr-07 00:07:00.0000,2461137.504861111,-133188.1229971117,-388865.4340079182,-36688.91309240504
