utc,jdut,x_km,y_km,z_km
2026-Apr-03 20:11:00.0000,2461134.340972222,-89317.30631204305,-162142.0352815792,-15505.28543708315
2026-Apr-03 20:12:00.0000,2461134.341666667,-89341.81837146715,-162234.4443833341,-15513.65282781995
2026-Apr-03 20:13:00.0000,2461134.342361111,-89366.31068501249,-162326.8172186626,-15522.01675669659
2026-Apr-03 20:14:00.0000,2461134.343055556,-89390.7832773705,-162419.1538213744,-15530.37722705712
2026-Apr-03 20:15:00.0000,2461134.34375,-89415.23617318105,-162511.4542252175,-15538.73424223973
2026-Apr-03 20:16:00.0000,2461134.344444444,-89439.66939703254,-162603.7184638791,-15547.08780557605
2026-Apr-03 20:17:00.0000,2461134.345138889,-89464.08297346227,-162695.9465709847,-15555.43792039174
2026-Apr-03 20:18:00.0000,2461134.345833333,-89488.47692695649,-162788.138580099,-15563.78459000648
2026-Apr-03 20:19:00.0000,2461134.346527778,-89512.8512819505,-162880.2945247262,-15572.12781773336
2026-Apr-03 20:20:00.0000,2461134.347222222,-89537.20606282887,-162972.4144383094,-15580.46760687986
2026-Apr-03 20:21:00.0000,2461134.347916667,-89561.54129392562,-163064.4983542313,-15588.80396074714
2026-Apr-03 20:22:00.0000,2461134.348611111,-89585.85699952419,-163156.5463058145,-15597.13688263022
2026-Apr-03 20:23:00.0000,2461134.349305556,-89610.1532038578,-163248.558326321,-15605.46637581821
2026-Apr-03 20:24:00.0000,2461134.35,-89634.42993110947,-163340.5344489531,-15613.79244359407
2026-Apr-03 20:25:00.0000,2461134.350694444,-89658.68720541224,-163432.474706853,-15622.11508923487
2026-Apr-03 20:26:00.0000,2461134.351388889,-89682.92505084923,-163524.3791331036,-15630.43431601141
2026-Apr-03 20:27:00.0000,2461134.352083333,-89707.14349145394,-163616.2477607274,-15638.75012718877
2026-Apr-03 20:28:00.0000,2461134.352777778,-89731.34255121018,-163708.0806226884,-15647.06252602598
2026-Apr-03 20:29:00.0000,2461134.353472222,-89755.52225405228,-163799.8777518907,-15655.37151577589
2026-Apr-03 20:30:00.0000,2461134.354166667,-89779.68262386546,-163891.6391811798,-15663.6770996857
2026-Apr-03 20:31:00.0000,2461134.354861111,-89803.82368448564,-163983.3649433416,-15671.97928099653
2026-Apr-03 20:32:00.0000,2461134.355555556,-89827.94545969985,-164075.0550711038,-15680.2780629436
2026-Apr-03 20:33:00.0000,2461134.35625,-89852.0479732461,-164166.7095971351,-15688.57344875621
2026-Apr-03 20:34:00.0000,2461134.356944445,-89876.13124881384,-164258.3285540461,-15696.86544165776
2026-Apr-03 20:35:00.0000,2461134.357638889,-89900.19531004377,-164349.9119743885,-15705.15404486594
2026-Apr-03 20:36:00.0000,2461134.358333333,-89924.24018052834,-164441.4598906561,-15713.43926159237
2026-Apr-03 20:37:00.0000,2461134.359027778,-89948.26588381163,-164532.9723352848,-15721.72109504289
2026-Apr-03 20:38:00.0000,2461134.359722222,-89972.2724433895,-164624.4493406524,-15729.9995484176
2026-Apr-03 20:39:00.0000,2461134.360416667,-89996.25988270981,-164715.8909390789,-15738.27462491072
2026-Apr-03 20:40:00.0000,2461134.361111111,-90020.2282251726,-164807.2971628269,-15746.5463277107
2026-Apr-03 20:41:00.0000,2461134.361805555,-90044.17749413008,-164898.6680441013,-15754.8146600002
2026-Apr-03 20:42:00.0000,2461134.3625,-90068.10771288694,-164990.00361505,-15763.07962495607
2026-Apr-03 20:43:00.0000,2461134.363194444,-90092.01890470032,-165081.3039077635,-15771.34122574952
2026-Apr-03 20:44:00.0000,2461134.363888889,-90115.91109278011,-165172.5689542755,-15779.59946554597
2026-Apr-03 20:45:00.0000,2461134.364583333,-90139.78430028888,-165263.7987865625,-15787.8543475051
2026-Apr-03 20:46:00.0000,2461134.365277778,-90163.63855034226,-165354.9934365447,-15796.10587478091
2026-Apr-03 20:47:00.0000,2461134.365972222,-90187.47386600896,-165446.1529360854,-15804.3540505217
2026-Apr-03 20:48:00.0000,2461134.366666667,-90211.29027031078,-165537.2773169915,-15812.59887787011
2026-Apr-03 20:49:00.0000,2461134.367361111,-90235.08778622294,-165628.366611014,-15820.8403599631
2026-Apr-03 20:50:00.0000,2461134.368055556,-90258.86643667408,-165719.4208498473,-15829.07849993197
2026-Apr-03 20:51:00.0000,2461134.36875,-90282.6262445466,-165810.4400651298,-15837.31330090249
2026-Apr-03 20:52:00.0000,2461134.369444444,-90306.36723267646,-165901.4242884445,-15845.54476599472
2026-Apr-03 20:53:00.0000,2461134.370138889,-90330.08942385361,-165992.3735513183,-15853.77289832304
2026-Apr-03 20:54:00.0000,2461134.370833333,-90353.7928408219,-166083.2878852226,-15861.99770099654
2026-Apr-03 20:55:00.0000,2461134.371527778,-90377.4775062794,-166174.1673215734,-15870.21917711837
2026-Apr-03 20:56:00.0000,2461134.372222222,-90401.1434428785,-166265.0118917313,-15878.43732978639
2026-Apr-03 20:57:00.0000,2461134.372916667,-90424.79067322578,-166355.8216270021,-15886.65216209278
2026-Apr-03 20:58:00.0000,2461134.373611111,-90448.4192198826,-166446.5965586361,-15894.86367712431
2026-Apr-03 20:59:00.0000,2461134.374305556,-90472.02910536478,-166537.3367178292,-15903.07187796204
2026-Apr-03 21:00:00.0000,2461134.375,-90495.62035214304,-166628.0421357223,-15911.27676768164
2026-Apr-03 21:01:00.0000,2461134.375694444,-90519.19298264297,-166718.7128434016,-15919.47834935344
2026-Apr-03 21:02:00.0000,2461134.376388889,-90542.74701924522,-166809.3488718991,-15927.67662604216
2026-Apr-03 21:03:00.0000,2461134.377083333,-90566.2824842855,-166899.9502521924,-15935.87160080692
2026-Apr-03 21:04:00.0000,2461134.377777778,-90589.79940005502,-166990.5170152051,-15944.06327670161
2026-Apr-03 21:05:00.0000,2461134.378472222,-90613.29778880024,-167081.0491918061,-15952.25165677463
2026-Apr-03 21:06:00.0000,2461134.379166667,-90636.77767272318,-167171.5468128112,-15960.43674406894
2026-Apr-03 21:07:00.0000,2461134.379861111,-90660.2390739817,-167262.009908982,-15968.61854162212
2026-Apr-03 21:08:00.0000,2461134.380555556,-90683.68201468927,-167352.4385110266,-15976.79705246645
2026-Apr-03 21:09:00.0000,2461134.38125,-90707.10651691533,-167442.8326495994,-15984.97227962854
2026-Apr-03 21:10:00.0000,2461134.381944444,-90730.5126026855,-167533.1923553017,-15993.14422612989
2026-Apr-03 21:11:00.0000,2461134.382638889,-90753.90029398125,-167623.5176586813,-16001.31289498679
2026-Apr-03 21:12:00.0000,2461134.383333333,-90777.26961274073,-167713.8085902332,-16009.47828920974
2026-Apr-03 21:13:00.0000,2461134.384027778,-90800.62058085832,-167804.0651803992,-16017.64041180442
2026-Apr-03 21:14:00.0000,2461134.384722222,-90823.95322018486,-167894.2874595684,-16025.7992657708
2026-Apr-03 21:15:00.0000,2461134.385416667,-90847.2675525279,-167984.475458077,-16033.95485410379
2026-Apr-03 21:16:00.0000,2461134.386111111,-90870.563599652,-168074.6292062089,-16042.10717979302
2026-Apr-03 21:17:00.0000,2461134.386805556,-90893.84138327834,-168164.7487341954,-16050.25624582268
2026-Apr-03 21:18:00.0000,2461134.3875,-90917.10092508515,-168254.8340722155,-16058.40205517194
2026-Apr-03 21:19:00.0000,2461134.388194445,-90940.342246708,-168344.8852503962,-16066.54461081453
2026-Apr-03 21:20:00.0000,2461134.388888889,-90963.56536973949,-168434.902298812,-16074.683915719
2026-Apr-03 21:21:00.0000,2461134.389583333,-90986.7703157298,-168524.8852474859,-16082.81997284885
2026-Apr-03 21:22:00.0000,2461134.390277778,-91009.95710618647,-168614.8341263891,-16090.95278516221
2026-Apr-03 21:23:00.0000,2461134.390972222,-91033.12576257471,-168704.7489654409,-16099.08235561202
2026-Apr-03 21:24:00.0000,2461134.391666667,-91056.27630631752,-168794.6297945094,-16107.20868714606
2026-Apr-03 21:25:00.0000,2461134.392361111,-91079.40875879578,-168884.4766434108,-16115.33178270717
2026-Apr-03 21:26:00.0000,2461134.393055555,-91102.52314134811,-168974.2895419105,-16123.45164523264
2026-Apr-03 21:27:00.0000,2461134.39375,-91125.61947527154,-169064.0685197226,-16131.56827765495
2026-Apr-03 21:28:00.0000,2461134.394444444,-91148.69778182109,-169153.8136065101,-16139.68168290136
2026-Apr-03 21:29:00.0000,2461134.395138889,-91171.75808221022,-169243.524831885,-16147.79186389405
2026-Apr-03 21:30:00.0000,2461134.395833333,-91194.8003976107,-169333.202225409,-16155.89882354997
2026-Apr-03 21:31:00.0000,2461134.396527778,-91217.82474915305,-169422.8458165926,-16164.00256478112
2026-Apr-03 21:32:00.0000,2461134.397222222,-91240.83115792622,-169512.4556348961,-16172.10309049449
2026-Apr-03 21:33:00.0000,2461134.397916667,-91263.81964497818,-169602.0317097291,-16180.20040359181
2026-Apr-03 21:34:00.0000,2461134.398611111,-91286.79023131565,-169691.5740704516,-16188.29450696993
2026-Apr-03 21:35:00.0000,2461134.399305556,-91309.74293790439,-169781.0827463727,-16196.38540352062
2026-Apr-03 21:36:00.0000,2461134.4,-91332.67778566926,-169870.5577667519,-16204.47309613055
2026-Apr-03 21:37:00.0000,2461134.400694444,-91355.59479549447,-169959.9991607986,-16212.55758768161
2026-Apr-03 21:38:00.0000,2461134.401388889,-91378.4939882234,-170049.4069576725,-16220.63888105043
2026-Apr-03 21:39:00.0000,2461134.402083333,-91401.37538465911,-170138.7811864837,-16228.71697910878
2026-Apr-03 21:40:00.0000,2461134.402777778,-91424.23900556401,-170228.1218762927,-16236.79188472352
2026-Apr-03 21:41:00.0000,2461134.403472222,-91447.08487166038,-170317.4290561107,-16244.86360075643
2026-Apr-03 21:42:00.0000,2461134.404166667,-91469.91300363015,-170406.7027548993,-16252.93213006448
2026-Apr-03 21:43:00.0000,2461134.404861111,-91492.72342211526,-170495.9430015715,-16260.99747549959
2026-Apr-03 21:44:00.0000,2461134.405555556,-91515.51614771762,-170585.1498249904,-16269.05963990879
2026-Apr-03 21:45:00.0000,2461134.40625,-91538.29120099924,-170674.3232539711,-16277.11862613416
2026-Apr-03 21:46:00.0000,2461134.406944444,-91561.04860248243,-170763.4633172793,-16285.17443701307
2026-Apr-03 21:47:00.0000,2461134.407638889,-91583.78837264983,-170852.5700436321,-16293.22707537788
2026-Apr-03 21:48:00.0000,2461134.408333333,-91606.51053194443,-170941.6434616982,-16301.2765440559
2026-Apr-03 21:49:00.0000,2461134.409027778,-91629.21510076993,-171030.6836000976,-16309.32284587
2026-Apr-03 21:50:00.0000,2461134.409722222,-91651.90209949057,-171119.6904874023,-16317.36598363786
2026-Apr-03 21:51:00.0000,2461134.410416667,-91674.57154843149,-171208.6641521358,-16325.40596017236
2026-Apr-03 21:52:00.0000,2461134.411111111,-91697.2234678786,-171297.6046227734,-16333.44277828174
2026-Apr-03 21:53:00.0000,2461134.411805556,-91719.85787807888,-171386.511927743,-16341.47644076927
2026-Apr-03 21:54:00.0000,2461134.4125,-91742.47479924031,-171475.3860954239,-16349.5069504334
2026-Apr-03 21:55:00.0000,2461134.413194444,-91765.07425153216,-171564.227154148,-16357.53431006803
2026-Apr-03 21:56:00.0000,2461134.413888889,-91787.65625508502,-171653.0351321998,-16365.55852246193
2026-Apr-03 21:57:00.0000,2461134.414583333,-91810.2208299908,-171741.8100578158,-16373.57959039944
2026-Apr-03 21:58:00.0000,2461134.415277778,-91832.76799630294,-171830.5519591854,-16381.59751665992
2026-Apr-03 21:59:00.0000,2461134.415972222,-91855.29777403659,-171919.2608644506,-16389.61230401809
2026-Apr-03 22:00:00.0000,2461134.416666667,-91877.81018316852,-172007.9368017063,-16397.62395524395
2026-Apr-03 22:01:00.0000,2461134.417361111,-91900.30524363741,-172096.5797990003,-16405.63247310273
2026-Apr-03 22:02:00.0000,2461134.418055556,-91922.7829753438,-172185.1898843333,-16413.637860355
2026-Apr-03 22:03:00.0000,2461134.41875,-91945.24339815041,-172273.7670856597,-16421.64011975656
2026-Apr-03 22:04:00.0000,2461134.419444445,-91967.68653188182,-172362.3114308864,-16429.63925405867
2026-Apr-03 22:05:00.0000,2461134.420138889,-91990.11239632519,-172450.8229478742,-16437.63526600783
2026-Apr-03 22:06:00.0000,2461134.420833333,-92012.52101122968,-172539.3016644374,-16445.62815834585
2026-Apr-03 22:07:00.0000,2461134.421527778,-92034.91239630722,-172627.7476083437,-16453.61793380992
2026-Apr-03 22:08:00.0000,2461134.422222222,-92057.28657123202,-172716.1608073147,-16461.60459513265
2026-Apr-03 22:09:00.0000,2461134.422916667,-92079.64355564103,-172804.5412890256,-16469.58814504195
2026-Apr-03 22:10:00.0000,2461134.423611111,-92101.98336913405,-172892.8890811059,-16477.56858626114
2026-Apr-03 22:11:00.0000,2461134.424305555,-92124.30603127359,-172981.2042111388,-16485.54592150894
2026-Apr-03 22:12:00.0000,2461134.425,-92146.61156158513,-173069.486706662,-16493.52015349956
2026-Apr-03 22:13:00.0000,2461134.425694444,-92168.89997955717,-173157.7365951673,-16501.49128494243
2026-Apr-03 22:14:00.0000,2461134.426388889,-92191.17130464148,-173245.9539041009,-16509.45931854268
2026-Apr-03 22:15:00.0000,2461134.427083333,-92213.42555625302,-173334.1386608634,-16517.42425700063
2026-Apr-03 22:16:00.0000,2461134.427777778,-92235.66275376994,-173422.2908928103,-16525.38610301219
2026-Apr-03 22:17:00.0000,2461134.428472222,-92257.88291653401,-173510.4106272515,-16533.3448592687
2026-Apr-03 22:18:00.0000,2461134.429166667,-92280.08606385044,-173598.4978914518,-16541.30052845701
2026-Apr-03 22:19:00.0000,2461134.429861111,-92302.27221498816,-173686.552712631,-16549.25311325938
2026-Apr-03 22:20:00.0000,2461134.430555556,-92324.44138917976,-173774.5751179642,-16557.20261635364
2026-Apr-03 22:21:00.0000,2461134.43125,-92346.59360562169,-173862.5651345809,-16565.14904041312
2026-Apr-03 22:22:00.0000,2461134.431944444,-92368.72888347435,-173950.5227895667,-16573.09238810661
2026-Apr-03 22:23:00.0000,2461134.432638889,-92390.84724186205,-174038.448109962,-16581.03266209857
2026-Apr-03 22:24:00.0000,2461134.433333333,-92412.94869987332,-174126.3411227626,-16588.96986504881
2026-Apr-03 22:25:00.0000,2461134.434027778,-92435.03327656086,-174214.2018549207,-16596.9039996128
2026-Apr-03 22:26:00.0000,2461134.434722222,-92457.10099094178,-174302.0303333431,-16604.83506844157
2026-Apr-03 22:27:00.0000,2461134.435416667,-92479.15186199741,-174389.8265848931,-16612.76307418176
2026-Apr-03 22:28:00.0000,2461134.436111111,-92501.18590867374,-174477.5906363894,-16620.68801947547
2026-Apr-03 22:29:00.0000,2461134.436805556,-92523.20314988121,-174565.3225146071,-16628.60990696057
2026-Apr-03 22:30:00.0000,2461134.4375,-92545.2036044951,-174653.0222462772,-16636.52873927032
2026-Apr-03 22:31:00.0000,2461134.438194444,-92567.18729135531,-174740.689858087,-16644.44451903377
2026-Apr-03 22:32:00.0000,2461134.438888889,-92589.15422926673,-174828.32537668,-16652.35724887558
2026-Apr-03 22:33:00.0000,2461134.439583333,-92611.10443699917,-174915.928828656,-16660.26693141585
2026-Apr-03 22:34:00.0000,2461134.440277778,-92633.03793328749,-175003.5002405716,-16668.17356927069
2026-Apr-03 22:35:00.0000,2461134.440972222,-92654.95473683167,-175091.0396389396,-16676.07716505152
2026-Apr-03 22:36:00.0000,2461134.441666667,-92676.85486629706,-175178.5470502299,-16683.97772136561
2026-Apr-03 22:37:00.0000,2461134.442361111,-92698.73834031426,-175266.0225008693,-16691.87524081591
2026-Apr-03 22:38:00.0000,2461134.443055556,-92720.60517747917,-175353.4660172409,-16699.76972600096
2026-Apr-03 22:39:00.0000,2461134.44375,-92742.45539635341,-175440.8776256854,-16707.66117951509
2026-Apr-03 22:40:00.0000,2461134.444444444,-92764.28901546408,-175528.2573525004,-16715.54960394823
2026-Apr-03 22:41:00.0000,2461134.445138889,-92786.10605330406,-175615.6052239407,-16723.43500188624
2026-Apr-03 22:42:00.0000,2461134.445833333,-92807.90652833189,-175702.9212662184,-16731.31737591042
2026-Apr-03 22:43:00.0000,2461134.446527778,-92829.69045897223,-175790.2055055032,-16739.19672859807
2026-Apr-03 22:44:00.0000,2461134.447222222,-92851.45786361533,-175877.4579679222,-16747.0730625221
2026-Apr-03 22:45:00.0000,2461134.447916667,-92873.20876061785,-175964.6786795599,-16754.94638025125
2026-Apr-03 22:46:00.0000,2461134.448611111,-92894.94316830244,-176051.8676664588,-16762.81668434995
2026-Apr-03 22:47:00.0000,2461134.449305556,-92916.66110495797,-176139.0249546193,-16770.68397737843
2026-Apr-03 22:48:00.0000,2461134.45,-92938.36258883975,-176226.1505699993,-16778.54826189289
2026-Apr-03 22:49:00.0000,2461134.450694445,-92960.04763816926,-176313.2445385151,-16786.40954044499
2026-Apr-03 22:50:00.0000,2461134.451388889,-92981.71627113472,-176400.306886041,-16794.26781558243
2026-Apr-03 22:51:00.0000,2461134.452083333,-93003.36850589077,-176487.3376384095,-16802.12308984879
2026-Apr-03 22:52:00.0000,2461134.452777778,-93025.0043605589,-176574.3368214111,-16809.97536578331
2026-Apr-03 22:53:00.0000,2461134.453472222,-93046.62385322714,-176661.3044607953,-16817.82464592115
2026-Apr-03 22:54:00.0000,2461134.454166667,-93068.22700195058,-176748.2405822696,-16825.67093279325
2026-Apr-03 22:55:00.0000,2461134.454861111,-93089.81382475108,-176835.1452115004,-16833.51422892653
2026-Apr-03 22:56:00.0000,2461134.455555555,-93111.38433961754,-176922.0183741126,-16841.35453684377
2026-Apr-03 22:57:00.0000,2461134.45625,-93132.93856450602,-177008.8600956899,-16849.1918590635
2026-Apr-03 22:58:00.0000,2461134.456944444,-93154.47651733979,-177095.670401775,-16857.02619810022
2026-Apr-03 22:59:00.0000,2461134.457638889,-93175.99821600932,-177182.4493178694,-16864.85755646435
2026-Apr-03 23:00:00.0000,2461134.458333333,-93197.50367837244,-177269.1968694339,-16872.68593666222
2026-Apr-03 23:01:00.0000,2461134.459027778,-93218.99292225455,-177355.9130818884,-16880.51134119596
2026-Apr-03 23:02:00.0000,2461134.459722222,-93240.46596544833,-177442.5979806118,-16888.33377256384
2026-Apr-03 23:03:00.0000,2461134.460416667,-93261.92282571427,-177529.2515909428,-16896.15323325988
2026-Apr-03 23:04:00.0000,2461134.461111111,-93283.36352078064,-177615.873938179,-16903.96972577415
2026-Apr-03 23:05:00.0000,2461134.461805556,-93304.7880683432,-177702.4650475782,-16911.78325259259
2026-Apr-03 23:06:00.0000,2461134.4625,-93326.19648606575,-177789.0249443573,-16919.59381619715
2026-Apr-03 23:07:00.0000,2461134.463194444,-93347.58879158007,-177875.5536536932,-16927.40141906586
2026-Apr-03 23:08:00.0000,2461134.463888889,-93368.96500248586,-177962.0512007225,-16935.20606367258
2026-Apr-03 23:09:00.0000,2461134.464583333,-93390.325136351,-178048.5176105417,-16943.00775248721
2026-Apr-03 23:10:00.0000,2461134.465277778,-93411.66921071155,-178134.9529082075,-16950.80648797568
2026-Apr-03 23:11:00.0000,2461134.465972222,-93432.9972430718,-178221.3571187364,-16958.60227259991
2026-Apr-03 23:12:00.0000,2461134.466666667,-93454.30925090444,-178307.7302671053,-16966.39510881787
